,dialog_act,utterance
4316,reqalts,"is there anything that serves north american
"
4317,inform,"im looking for a restaurant in any area that serves austrian food
"
4318,inform,"im sorry i meant creative food
"
4319,inform,"i am looking for kitalian food
"
4320,request,"any price rage
"
4321,request,"what is their phone number and type of food
"
4322,inform,"the food
"
4323,null,"first one
"
4324,inform,"im looking for a korean restaurant
"
4325,request,"what area is that in
"
4326,inform,"expensive restaurant serving caribbean food
"
4327,inform,"i dont care the center part of town
"
4328,thankyou,"noise thank you good bye
"
4329,inform,"iam looking for a restaurant that serves portuguese food
"
4330,inform,"im looking for an expensive restaurant serving portuguese foo
"
4331,inform,"i want a restaurant in the west part of town that serves venetian food
"
4332,affirm,"yeah im looking for a cheap restaurant
"
4333,inform,"um modern european food
"
4334,inform,"cuban food cheap restaurant
"
4335,request,"could have its phone number
"
4336,inform,"uh moderate
"
4337,inform,"noise south part of town
"
4338,request,"what part of town is it in
"
4339,inform,"thare are different expensive restaurants in the east part of town
"
4340,inform,"i would like portuguese food
"
4341,inform,"i want a restaurant serving persian food
"
4342,negate,"no a cheap restaurant
"
4343,inform,"unintelligible part of town cheap restaurant
"
4344,null,"i am
"
4345,inform,"korean food moderate price
"
4346,inform,"i would like a restaurant that serves korean food
"
4347,inform,"im looking for a restaurant in the east part of town that serves hungarian food
"
4348,request,"can i get the address
"
4349,inform,"im looking for a restaurant in the north part of town that serves african food
"
4350,request,"noise what is the phone number
"
4351,inform,"moderately priced restaurant halal food
"
4352,inform,"expensive restaurant asian food
"
4353,inform,"i want a restaurant that serves portuguese food
"
4354,reqalts,"how about the center area
"
4355,reqalts,"what is available
"
4356,reqalts,"what about center area
"
4357,inform,"moderate price west part of town
"
4358,request,"what food do they serve
"
4359,reqalts,"new garden do you have any other
"
4360,request,"can i have the price range of the venue
"
4361,inform,"id like a cheap italian restaurant
"
4362,inform,"im looking for a moderately priced restaurant in the west part
"
4363,inform,"i want some british food
"
4364,inform,"cheap restaurant that serves
"
4365,request,"tasty then whats the phone number
"
4366,request,"area of the food of the venue
"
4367,inform,"russian
"
4368,confirm,"does it serve korean
"
4369,request,"and may i have the post code
"
4370,inform,"im looking for indian food in the east part of town
"
4371,inform,"im looking for a moderately priced restaurant that serves uh
"
4372,repeat,"okay let me try this again
"
4373,inform,"uh id like a cheap restaurant in the
"
4374,inform,"uh italian
"
4375,inform,"jamaican
"
4376,request,"and can i have the post code
"
4377,inform,"im looking for a restaurant in the north part of town serving italian type of food
"
4378,reqalts,"how about thai food thats expensive
"
4379,request,"okay can i have the phone number and address
"
4380,request,"can i have the address and the phone number of the venue
"
4381,inform,"looking for a restaurant that serves portuguese food
"
4382,inform,"i would like vietnamese food
"
4383,inform,"cheap restaurant welsh food
"
4384,null,"tape
"
4385,request,"okay do you have the address for da vinci pizzeria
"
4386,inform,"a restaurant in the south part of town hungarian food
"
4387,inform,"okay ah how bout portuguese food
"
4388,request,"what is there phone number
"
4389,reqalts,"how about mediterranean
"
4390,inform,"romanian food in the center
"
4391,inform,"i would like it to be cheap
"
4392,inform,"i want to find a restaurant in the west part of town that serves vietnamese food
"
4393,inform,"looking for a restaurant in the north part of town serving bra
"
4394,inform,"im looking for a cheap restaurant and it should be in the north part of town
"
4395,negate,"no thank you
"
4396,inform,"im looking for a restaurant in the center serving
"
4397,inform,"im looking for a restaurant that has unintelligible
"
4398,inform,"international food
"
4399,inform,"i want thai food
"
4400,inform,"australian food
"
4401,request,"can i get a post code
"
4402,inform,"uh a cheap restaurant in the east part of town
"
4403,inform,"can i find a restaurant in the south that is moderately priced
"
4404,inform,"find me a moderately priced restaurant in the north part of town
"
4405,request,"i need to know the phone number and price of food
"
4406,request,"can i have the address and price range
"
4407,inform,"japanese
"
4408,inform,"any fine
"
4409,request,"okay i need the address
"
4410,reqalts,"is there any other ones anything else
"
4411,inform,"im looking for a moderately priced restaurant that serves asian
"
4412,negate,"no indian
"
4413,inform,"moderat
"
4414,request,"may i have the address and phone nymber
"
4415,reqalts,"what about gasper gastropub type o
"
4416,affirm,"yes that serves british food
"
4417,inform,"is there one that serves asian oriental food
"
4418,request,"can i get an address phone number and post code
"
4419,request,"phone number phone number
"
4420,inform,"i would like to find a moderately priced restaurant and it should serve greek food
"
4421,inform,"moderately priced restaurant north part of town
"
4422,request,"and phone nubmer
"
4423,inform,"i want to find a cheap restaurant in the north part of town
"
4424,request,"could i have the address phone number and type of food
"
4425,inform,"im looking for something in the south part of town that serves creative
"
4426,reqalts,"what about the center of town
"
4427,request,"what is the telephone number
"
4428,inform,"moderately priced restaurant in east part
"
4429,hello,"hi im looking for a restaurant that serves
"
4430,inform,"a restaurant south part of town
"
4431,reqalts,"another place
"
4432,inform,"im looking for a restaurant that serves m
"
4433,request,"whats the cost
"
4434,confirm,"does it serve kitalian food
"
4435,reqalts,"how about a turkish restaurant
"
4436,confirm,"is there a
"
4437,inform,"im looking for romanian food
"
4438,inform,"im looking for a moderately priced
"
4439,inform,"welch food
"
4440,inform,"british food north part of town
"
4441,inform,"im looking for a restaurant in the south part of town and it should serve canapes food
"
4442,inform,"i wanted an expensive restaurant
"
4443,inform,"um im looking for a restaurant in the center part of town that serves lebanese food
"
4444,inform,"do you have vietnamese food
"
4445,inform,"i would like a restaurant in the south part of town
"
4446,inform,"how bout italian foo
"
4447,inform,"can i have asian food
"
4448,affirm,"yeah i need um um m
"
4449,inform,"kosher for in the central
"
4450,reqalts,"okay give me another option
"
4451,inform,"can i get a steak house restaurant in any area
"
4452,inform,"fuck the missing sock
"
4453,request,"could you give me the phone number and post code
"
4454,thankyou,"unintelligible thank you goodbye
"
4455,inform,"i need a cuban restaurant that is moderately priced
"
4456,inform,"italian food
"
4457,null,"i want to find a
"
4458,inform,"may i have vietnamese food
"
4459,inform,"im looking for korean food in any price range
"
4460,inform,"expensive restaurant in the east of town
"
4461,null,"i dont want pizza
"
4462,null,"priced
"
4463,inform,"is there any that serve european food
"
4464,request,"could i have its address
"
4465,reqalts,"how about portugeuse
"
4466,affirm,"unintelligible yeah what about thai food
"
4467,inform,"i want to find a moderately priced restaurant that serves moroccan food
"
4468,inform,"looking for something cheap
"
4469,negate,"wrong no
"
4470,confirm,"do they serve cuban
"
4471,ack,"kay what is the addre
"
4472,bye,"alright good bye thank you
"
4473,hello,"noise hello
"
4474,confirm,"is there a jamaican restaurant
"
4475,inform,"turkish
"
4476,inform,"irish food in the south part of town
"
4477,request,"kay can i get their phone number please
"
4478,inform,"noise looking for an expensive restaurant in the south part of town
"
4479,inform,"lebanese food
"
4480,inform,"i would like modern european food
"
4481,request,"okay and uh the phone number
"
4482,request,"okay um whats the price range
"
4483,request,"can i have the phone number and price range
"
4484,request,"noise what was their address again please
"
4485,inform,"greek restauran
"
4486,inform,"chinese restaurant in the south part of town
"
4487,request,"what is nandos address
"
4488,inform,"im looking for a restaurant in the center that serves international
"
4489,thankyou,"great thank you good bye
"
4490,inform,"i need a moderately priced restaurant serving fusion food
"
4491,null,"both
"
4492,inform,"im looking for restaurant that serves chinese food
"
4493,inform,"a restaurant in the center that serves mediterranean food
"
4494,inform,"a want a cheap restaurant in the north part of town
"
4495,request,"and price range
"
4496,inform,"im looking for a moderately priced restaurant that serves labenese food
"
4497,thankyou,"thank you have a good day
"
4498,negate,"uh no thank you and good bye
"
4499,request,"can i have their address and phone number
"
4500,inform,"european food any price
"
4501,inform,"i want a restaurant in the east part of town that serves singaporean food
"
4502,ack,"okay and what about the address
"
4503,negate,"um no
"
4504,inform,"cambridge vietnamese food
"
4505,inform,"im looking for an expensive restauran
"
4506,inform,"moderate restaurant in the south part of town
"
4507,request,"can i have the address of the venue
"
4508,request,"an address
"
