,dialog_act,utterance
15982,request,"what is their address and phone number
"
15983,request,"whats the phone number
"
15984,inform,"moderate restaurant in the south part of town
"
15985,inform,"i dont care
"
15986,inform,"im looking for a moderately priced restaurant and it should be in the east part of town
"
15987,inform,"im looking for halal food
"
15988,inform,"im looking for a restaurant that serves thai food and i dont care about the price
"
15989,thankyou,"thank you good bye
"
15990,request,"can i have the address phone number and postal code
"
15991,request,"what is the phone number
"
15992,thankyou,"thanks us
"
15993,hello,"hi
"
15994,inform,"spanish
"
15995,reqalts,"anything else
"
15996,inform,"south part of town
"
15997,thankyou,"thank you good bye
"
15998,inform,"west
"
15999,affirm,"right
"
16000,null,"sil
"
16001,reqalts,"how about international food
"
16002,null,"noise
"
16003,confirm,"is it moderately priced
"
16004,inform,"italian food
"
16005,thankyou,"thank you good bye
"
16006,request,"price range
"
16007,request,"phone number
"
16008,request,"uh whats the address
"
16009,request,"whats the address and phone number
"
16010,inform,"im looking for a restaurant that serves vietnamese food
"
16011,inform,"spanish
"
16012,null,"unintelligible
"
16013,inform,"i dont care
"
16014,inform,"any area
"
16015,request,"what is the phone number
"
16016,inform,"any area
"
16017,thankyou,"thank you good bye
"
16018,request,"may i have the address and area
"
16019,thankyou,"thank you good bye
"
16020,request,"post code
"
16021,inform,"chinese food
"
16022,inform,"moderately priced restaurant in the south of town
"
16023,thankyou,"thank you good bye
"
16024,thankyou,"thank you good bye
"
16025,inform,"spanish food
"
16026,null,"unintelligible
"
16027,inform,"cheap restaurant
"
16028,request,"price range
"
16029,null,"unintelligible
"
16030,inform,"i want to find indian food then
"
16031,null,"sil
"
16032,inform,"im looking for a restaurant moderately pri
"
16033,inform,"im looking for a restaurant in any area that serves russian food
"
16034,thankyou,"thank you have a good day
"
16035,request,"how about the phone number
"
16036,inform,"city center
"
16037,reqalts,"anything else
"
16038,null,"sil
"
16039,request,"can i have the address
"
16040,inform,"doesnt matter
"
16041,inform,"south
"
16042,inform,"i want cantonese food
"
16043,inform,"im looking for a world food restaurant in the east part of town
"
16044,reqalts,"is there anything else
"
16045,inform,"gastropub
"
16046,null,"noise
"
16047,inform,"im looking for an expensive restaurant in the south part of town
"
16048,inform,"well what about chinese food
"
16049,repeat,"can you repeat that
"
16050,reqalts,"how about british food
"
16051,request,"whats the phone number
"
16052,reqalts,"is there anything else
"
16053,request,"address
"
16054,inform,"um anything else
"
16055,inform,"italian
"
16056,thankyou,"thank you good bye
"
16057,reqalts,"how about italian
"
16058,inform,"mexican food
"
16059,null,"sil
"
16060,inform,"im looking for a cheap restaurant in the north part of town
"
16061,request,"phone number
"
16062,confirm,"do they serve unintelligible food
"
16063,inform,"im looking for a restaurant in the south part of town that serves indian
"
16064,null,"sil
"
16065,request,"and address
"
16066,request,"address
"
16067,request,"and what is the phone number
"
16068,inform,"cheap restaurant east of town
"
16069,request,"what is the phone number
"
16070,inform,"spanish food
"
16071,null,"noise
"
16072,request,"and what is the price range
"
16073,affirm,"yes
"
16074,request,"can i have the phone number
"
16075,affirm,"yes
"
16076,request,"what is the price range
"
16077,null,"what is the
"
16078,inform,"im looking for a restaurant
"
16079,inform,"cheap
"
16080,affirm,"yea
"
16081,request,"address
"
16082,inform,"barbecue food
"
16083,inform,"christmas food
"
16084,inform,"i dont care
"
16085,bye,"alright thank you good bye
"
16086,request,"can i have the phone number
"
16087,inform,"i want to find a cheap restaurant and it should be in the east part of town
"
16088,inform,"chinese
"
16089,request,"and their phone number
"
16090,reqalts,"anything else
"
16091,inform,"moderate
"
16092,inform,"venetian
"
16093,inform,"so i dont care whats the address
"
16094,request,"can i get the address
"
16095,null,"old
"
16096,reqalts,"how about international food
"
16097,thankyou,"thank you goodbye
"
16098,negate,"no moderately priced
"
16099,request,"phone number
"
16100,null,"sil
"
16101,inform,"spanish
"
16102,request,"whats the address
"
16103,thankyou,"thank you good bye
"
16104,inform,"im looking for a moderately priced restaurant
"
16105,request,"what is the are
"
16106,request,"the phone number
"
16107,affirm,"yes in the west part of town
"
16108,request,"whats the address
"
16109,inform,"moderately priced restaurant in the west
"
16110,request,"what is the phone number
"
16111,inform,"north
"
16112,inform,"restaurant
"
16113,inform,"indian food noise
"
16114,inform,"any type
"
16115,reqalts,"how about indian
"
16116,affirm,"yes im looking for an expensive restaurant and it should serve
"
16117,inform,"i dont care
"
16118,inform,"east
"
16119,request,"the phone number
"
16120,inform,"korean
"
16121,reqalts,"what else
"
16122,request,"what is the phone number and address
"
16123,inform,"i dont care
"
16124,request,"phone number
"
16125,inform,"indian
"
16126,inform,"asian oriental
"
16127,inform,"dont care
"
16128,inform,"i need moderately priced restaurant that serves spanish
"
16129,inform,"i want a restaurant in the center
"
16130,request,"what is the phone number
"
16131,request,"price
"
16132,inform,"british food
"
16133,inform,"im looking for a restaurant in the south part of town with creative food
"
16134,thankyou,"thank you good bye
"
16135,inform,"looking for something moderately priced on the north side of town
"
16136,inform,"i dont care
"
16137,inform,"im looking for a moderately priced restaurant
"
16138,inform,"about portuguese
"
16139,request,"whats the signature dish
"
16140,reqalts,"anything else
"
16141,inform,"can i have european food
"
16142,null,"unintelligible
"
16143,inform,"id like a cheap restaurant in the south part of town
"
16144,inform,"what is there in the north
"
16145,inform,"dont care
"
16146,inform,"moderately priced
"
16147,request,"can i get a address
"
16148,request,"phone number
"
16149,request,"whats the phone number
"
16150,thankyou,"thank you good bye
"
16151,request,"what is the phone number
"
16152,null,"unintelligible
"
16153,request,"and whats the price range
"
16154,request,"post code
"
16155,null,"unintelligible
"
16156,reqalts,"anything else
"
16157,thankyou,"thank you good bye
"
16158,reqalts,"anything else
"
16159,negate,"no
"
16160,request,"postcode
"
16161,inform,"doesnt matter
"
16162,inform,"austallison
"
16163,reqalts,"anything else
"
16164,request,"what area is it in
"
16165,reqalts,"what about italian food
"
16166,inform,"south area
"
16167,inform,"caribbean
"
16168,inform,"i want a moderately priced restaurant in the east
"
16169,thankyou,"thank you good bye
"
16170,affirm,"yes
"
16171,inform,"austrian food
"
16172,inform,"italian
"
16173,inform,"indian
"
16174,request,"what is their phone number
"
16175,inform,"portuguese food
"
16176,affirm,"right
"
16177,thankyou,"thank you good bye
"
16178,null,"what about
"
16179,inform,"any restaurant that serves asian oriental food
"
16180,inform,"north part of town
"
16181,request,"what is the address
"
16182,inform,"it should be in the north part of town
"
16183,request,"what is the phone number and address
"
16184,inform,"cheap
"
16185,null,"unintelligible
"
16186,request,"the phone number
"
16187,null,"static
"
16188,request,"phone number
"
16189,reqalts,"how about italian
"
16190,thankyou,"thank you good bye
"
16191,inform,"dont care
"
16192,inform,"in the east of town
"
16193,request,"address
"
16194,request,"what is the phone number and post code
"
16195,request,"phone number
"
16196,reqalts,"what about indian
"
16197,inform,"canopy
"
16198,thankyou,"thank you good bye
"
16199,affirm,"yea
"
16200,request,"address
"
16201,inform,"modern european
"
16202,null,"unintelligible
"
16203,inform,"um i want a restaurant in the north side of town and i want to eat christmas food
"
16204,reqalts,"another one
"
16205,inform,"i want a restaurant in the north par
"
16206,inform,"aristrain food
"
16207,inform,"im looking for uh restaurant serving caribbean food
"
16208,inform,"does not matter
"
16209,reqalts,"how about british food
"
16210,inform,"noise i would like to find a moderately priced restaurant in the south of town
"
16211,inform,"east
"
16212,request,"the phone number
"
16213,null,"cough
"
16214,thankyou,"thank you good bye
"
16215,inform,"is there an asian oriental restaurant in the north part of town
"
16216,null,"noise
"
16217,request,"whats the address
"
16218,request,"whats the address
"
16219,inform,"north
"
16220,affirm,"yes
"
16221,thankyou,"okay thank you good bye
"
16222,reqalts,"next
"
16223,request,"what is the phone number
"
16224,request,"what is the phone number
"
16225,request,"and whats their address
"
16226,inform,"christmas food
"
16227,inform,"north part of town
"
16228,inform,"i want to find a cheap
"
16229,request,"what is the whats the phone number
"
16230,inform,"any price range
"
16231,request,"the address
"
16232,inform,"dont care
"
16233,inform,"indian food
"
16234,thankyou,"thank you good bye
"
16235,inform,"i dont care
"
16236,reqalts,"how about indian food
"
16237,request,"phone number
"
16238,inform,"moderately priced
"
16239,request,"whats the phone number
"
16240,inform,"international
"
16241,null,"unintelligible
"
16242,request,"what is the address
"
16243,request,"what is the address
"
16244,inform,"gastropub food
"
16245,inform,"the north part of town
"
16246,reqalts,"anything else
"
16247,affirm,"yea
"
16248,request,"whats the phone number
"
16249,reqalts,"is there another restaurant in the west of town
"
16250,thankyou,"thank you good bye
"
16251,inform,"i would like steakhouse food
"
16252,inform,"breath i dont care
"
16253,affirm,"right
"
16254,inform,"any type
"
16255,inform,"mediterranean
"
16256,request,"whats the price range
"
16257,inform,"cheap
"
16258,null,"unintelligible
"
16259,inform,"steak house
"
16260,request,"address
"
16261,request,"address
"
16262,reqalts,"is there anything else
"
16263,thankyou,"thank you
"
16264,request,"whats the address
"
16265,inform,"any
"
16266,inform,"id like to find a restaurant in the north part of town serving french food
"
16267,request,"address
"
16268,thankyou,"thank you good bye
"
16269,reqalts,"is there anything else
"
16270,inform,"center
"
16271,inform,"indian food
"
16272,inform,"south part of town
"
16273,inform,"im looking for a cheap restaurant in the north part of town
"
16274,inform,"persian
"
16275,inform,"any
"
16276,inform,"im looking for a cheap restaurant that serves turkish
"
16277,request,"and the phone number
"
16278,inform,"chinese food
"
16279,null,"unintelligible
"
16280,request,"whats the area
"
16281,inform,"eritrean food
"
16282,thankyou,"okay thank you good bye
"
16283,null,"unintelligible
"
16284,inform,"im looking for an expensive restaurant that serves french food
"
16285,thankyou,"thank you goodbye
"
16286,bye,"good bye
"
16287,affirm,"right
"
16288,thankyou,"thank you good bye
"
16289,reqalts,"what about chinese food
"
16290,thankyou,"thank you good bye
"
16291,request,"may i have the phone number
"
16292,request,"what is the address and phone number
"
16293,inform,"looking for a moderately priced restaurant
"
16294,inform,"thai food
"
16295,inform,"i need a moderately priced restaurant serving world food
"
16296,reqalts,"breath how about portuguese food
"
16297,affirm,"yes
"
16298,thankyou,"thank you good bye
"
16299,inform,"thai food
"
16300,inform,"i dont care
"
16301,request,"what is the phone number
"
16302,null,"noise
"
16303,thankyou,"thank you goodbye
"
16304,inform,"can i find a moderately priced
"
16305,request,"and the address
"
16306,null,"can i
"
16307,thankyou,"great thank you good bye
"
16308,affirm,"yes the address
"
16309,request,"and whats the phone number
"
16310,inform,"center
"
16311,thankyou,"thank you good bye
"
16312,inform,"cheap
"
16313,affirm,"yeah
"
16314,inform,"north
"
16315,inform,"dont care
"
16316,inform,"north part of town
"
16317,request,"and the post code
"
